Subject,Grade,Standard,Prepared Graduate 1,Prepared Graduate 2,Prepared Graduate 3,Prepared Graduate 4,Prepared Graduate 5,Grade Level Expectation,GLE Code,Subheading,Statement
Science,Middle School,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,"4. Forces that act a distance (gravitational, electric, and magnetic) can be explained by force fields that extend through space and can be mapped by their effect on a test object.",SC.MS.1.4,Cross Cutting Concepts:,Cause and Effect: Cause - and - effect relationships may be used to predict phenomena in natural or designed systems.
Science,Middle School,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,"4. Forces that act a distance (gravitational, electric, and magnetic) can be explained by force fields that extend through space and can be mapped by their effect on a test object.",SC.MS.1.4,Cross Cutting Concepts:,"Systems and Systems Models: Models can be used to represent systems and their interactions--such as inputs, processes and outputs -- and energy and matter flows within systems."
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Students Can:,"Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and the speed of an object. (MS-PS3-1) <i>(Clarification Statement: Emphasis is on descriptive relationships between kinetic energy and mass separately from kinetic energy and speed. Examples could include riding a bicycle at different speeds, rolling different sizes of rocks downhill, and getting hit by a wiffle ball versus a tennis ball.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Students Can:,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system. (MS-PS-3-2) <i>(Clarification Statement: Emphasis is on relative amounts of potential energy, not on calculations of potential energy. Examples of objects within systems interacting at varying distances could include: the Earth and either a roller coaster car at varying positions on a hill or objects at varying heights on shelves, changing the direction/orientation of a magnet, and a balloon with static electrical charge being brought closer to a classmate's hair. Examples of models could include representations, diagrams, pictures, and written descriptions of systems.) (Boundary Statement: Limited to two objects and electric, magnetic, and gravitational interactions.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Students Can:,"Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer. (MS-PS3-3)  <i>(Clarification Statement: Examples of devices could include an insulated box, a solar cooker, and a Styrofoam cup.) (Boundary Statement: Does not include calculating the total amount of thermal energy transferred.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Students Can:,"Plan an investigation to determine the relationships among the energy transferred, the type of matter, the mass, and the change in the average kinetic energy of the particles as measured by the temperature of the sample. (MS-PS3-4) <i>(Clarification Statement: Examples of experiments could include comparing final water temperatures after different masses of ice melted in the same volume of water with the same initial temperature, the temperature change of samples of different materials with the same mass as they cool or heat in the environment, or the same material with different masses when a specific amount of energy is added.) (Boundary Statement: Does not include calculating the total amount of thermal energy transferred.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Students Can:,"Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object. (MS-PS3–5) <i>(Clarification Statement: Examples of empirical evidence used in arguments could include an inventory or other representation of the energy before and after the transfer in the form of temperature changes or motion of object.) (Boundary Statement: Does not include calculations of energy.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Colorado Essential Skills and Science and Engineering Practices:,Construct and interpret graphical displays of data to identify linear and nonlinear relationships. (Analyzing and Interpreting Data) (Entrepreneurial: Critical thinking/Problem solving)
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Colorado Essential Skills and Science and Engineering Practices:,"Plan an investigation individually and collaboratively, and in the design: identify independent and dependent variables and controls, what tools are needed to do the gathering, how measurements will be recorded, and how many data are needed to support a claim. (Planning and Carrying Out Investigations) (Entrepreneurial: Inquiry/Analysis)"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Colorado Essential Skills and Science and Engineering Practices:,"Apply scientific ideas or principles to design, construct, and test a design of an object, tool, process or system. (Constructing Explanations and Designing Solutions) (Entrepreneurial: Inquiry/Analysis)"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Colorado Essential Skills and Science and Engineering Practices:,"Construct, use, and present oral and written arguments supported by empirical evidence and scientific reasoning to support or refute an explanation or a model for a phenomenon. (Engaging in Argument from Evidence) (Entrepreneurial: Critical thinking/Problem solving)"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Colorado Essential Skills and Science and Engineering Practices:,Connections to Nature of Science Scientific Knowledge is Based on Empirical Evidence: Science knowledge is based upon logical and conceptual connections between evidence and explanations.
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Elaboration on the GLE:,Students can answer the question: What is energy?
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Elaboration on the GLE:,"PS3:A Definitions of Energy: Motion energy is properly called kinetic energy; it is proportional to the mass of the moving object and grows with the square of its speed. A system of objects may also contain stored (potential) energy, depending on their relative positions. Temperature is a measure of the average kinetic energy of particles of matter. The relationships between the temperature and total energy of a system depends on the types, states, and amounts of matter present."
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Cross Cutting Concepts:,"Scale, proportion and quantity: Proportional relationships (e.g., speed as the relation of distance traveled to time taken) among different types of quantities provide information about the magnitude of properties and processes."
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,5. Kinetic energy can be distinguished from the various forms of potential energy.,SC.MS.1.5,Cross Cutting Concepts:,"Energy and Matter: Energy may take different forms (e.g., energy in fields, thermal energy, energy of motion). The transfer of energy can be tracked as energy flows through a designed or natural system."
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Students Can:,"Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer. (MS PS3-3) <i>(Clarification Statement: Examples of devices could include an insulated box, a solar cooker, and a Styrofoam cup.) (Boundary Statement: Does not include calculating the total amount of thermal energy transferred.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Students Can:,"Plan an investigation to determine the relationships among the energy transferred, the type of matter, the mass, and the change in the average kinetic energy of the particles as measured by the temperature of the sample. (MS-PS3-4) <i>(Clarification Statement: Examples of experiments could include comparing final water temperatures after different masses of ice melted in the same volume of water with the same initial temperature, the temperature change of samples of different materials with the same mass as they cool or heat in the environment, or the same material with different masses when a specific amount of energy is added.) (Boundary Statement: Does not include calculating the total amount of thermal energy transferred.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Students Can:,"Construct, use, and present arguments to support the claim that when kinetic energy of an object changes, energy is transferred to or from the object. (MS-PS3-5) <i>(Clarification Statement: Examples of empirical evidence used in arguments could include an inventory or other representation of the energy before and after the transfer in the form of temperature changes or motion of object.) (Boundary Statement: Does not include calculations of energy.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Colorado Essential Skills and Science and Engineering Practices:,"Apply scientific ideas or principles to design, construct, and test a design of an object, tool, process, or system. (Construct Explanations and Designing Solutions) (Civic/Interpersonal: Civic-Engagement)"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Colorado Essential Skills and Science and Engineering Practices:,"Plan an investigation individually and collaboratively, and in the design: identify independent and dependent variables and controls, what tools are needed to do the gathering, how measurements will be recorded, and how many data are needed to support a claim. (Planning and Carrying Out Investigations) (Entrepreneurial: Inquiry/Analysis)"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Colorado Essential Skills and Science and Engineering Practices:,"Construct, use, and present oral and written arguments supported by empirical evidence and scientific reasoning to support or refute an explanation or a model for a phenomenon. (Engaging in Argument from Evidence) (Entrepreneurial: Inquiry/Analysis)"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Colorado Essential Skills and Science and Engineering Practices:,Connections to Nature of Science: Scientific knowledge is based upon logical and conceptual connections between evidence and explanations.
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Elaboration on the GLE:,Students can answer the questions: What is meant by conservation of energy? How is energy transferred between objects or systems?
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Elaboration on the GLE:,"PS3:B Conservation of Energy and Energy Transfer: When the motion energy of an object changes, there is inevitably some other change in energy at the same time. The amount of energy transfer needed to change the temperature of a matter sample by a given amount depends on the nature of the matter, the size of the sample, and the environment. Energy is spontaneously transferred out of hotter regions or objects and into colder ones."
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Cross Cutting Concepts:,"Energy and Matter: The transfer of energy can be tracked as energy flows through a designed or natural system. Energy may take different forms (e.g., energy in fields, thermal energy, energy of motion)."
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"6. Energy changes to and from each type can be tracked through physical or chemical interactions.  The relationship between the temperature and the total energy of a system depends on the types, states and amounts of matter.",SC.MS.1.6,Cross Cutting Concepts:,"Scale, Proportion, and Quantity: Proportional relationships (e.g., speed as the ratio of distance traveled to time taken) among different types of quantities provide information about the magnitude of properties and processes."
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"7. When two objects interact, each one exerts a force on the other that can cause energy to be transferred to and from the object.",SC.MS.1.7,Students Can:,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system. (MS-PS3-2) <i>(Clarification Statement: Emphasis is on relative amounts of potential energy, not on calculations of potential energy. Examples of objects within systems interacting at varying distances could include: the Earth and either a roller coaster car at varying positions on a hill or objects at varying heights on shelves, changing the direction/orientation of a magnet, and a balloon with static electrical charge being brought closer to a classmate's hair. Examples of models could include representations, diagrams, pictures, and written descriptions of systems.) (Boundary Statement: Limited to two objects and electric, magnetic, and gravitational interactions.)</i>"
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"7. When two objects interact, each one exerts a force on the other that can cause energy to be transferred to and from the object.",SC.MS.1.7,Colorado Essential Skills and Science and Engineering Practices:,Construct and interpret graphical displays of data to identify linear and nonlinear relationships. (Developing and Using Models) (Personal: Initiative/Self-direction)
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"7. When two objects interact, each one exerts a force on the other that can cause energy to be transferred to and from the object.",SC.MS.1.7,Elaboration on the GLE:,Students can answer the question: How are forces related to energy?
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"7. When two objects interact, each one exerts a force on the other that can cause energy to be transferred to and from the object.",SC.MS.1.7,Elaboration on the GLE:,"PS3:C Relationship Between Energy and Forces: When two objects interact, each one exerts a force on the other that can cause energy to be transferred to or from the object. For example, when energy is transferred to an Earth-object system as an object is raised, the gravitational field energy of the system increases. This energy is released as the object falls; the mechanism of this release is the gravitational force. Likewise, two magnetic and electrically charged objects interacting at a distance exert forces on each other that can transfer energy between the interacting objects."
Science,Middle School,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,"7. When two objects interact, each one exerts a force on the other that can cause energy to be transferred to and from the object.",SC.MS.1.7,Cross Cutting Concepts:,"Systems and System Models: Models can be used to represent systems and their interactions - such as inputs, processes, and outputs - and energy and matter flows within systems."
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,"8. A simple wave model has a repeating pattern with specific wavelength, frequency, and amplitude and mechanical waves need a medium through which they are transmitted. This model can explain many phenomena which include light and sound.",SC.MS.1.8,Students Can:,Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in the wave. (MS PS4-1) <i>(Clarification Statement: Emphasis is on describing waves with both qualitative and quantitative thinking.) (Boundary Statement: Does not include electromagnetic waves and is limited to standard repeating waves.)</i>
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,"8. A simple wave model has a repeating pattern with specific wavelength, frequency, and amplitude and mechanical waves need a medium through which they are transmitted. This model can explain many phenomena which include light and sound.",SC.MS.1.8,Students Can:,"Develop and use a model to describe that waves are reflected, absorbed or transmitted through various materials. (MS-PS4-2) <i>(Clarification Statement: Emphasis is on both light and mechanical waves. Examples of models could include drawings, simulations, and written descriptions.) (Boundary Statement: Limited to qualitative applications pertaining to light and mechanical waves.)</i>"
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,"8. A simple wave model has a repeating pattern with specific wavelength, frequency, and amplitude and mechanical waves need a medium through which they are transmitted. This model can explain many phenomena which include light and sound.",SC.MS.1.8,Colorado Essential Skills and Science and Engineering Practices:,Use mathematical representations to describe and/or support scientific conclusions and design solutions. (Use Mathematics and Computational Thinking) (Entrepreneurial: Critical thinking/Problem solving)
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,"8. A simple wave model has a repeating pattern with specific wavelength, frequency, and amplitude and mechanical waves need a medium through which they are transmitted. This model can explain many phenomena which include light and sound.",SC.MS.1.8,Colorado Essential Skills and Science and Engineering Practices:,Connections to Nature of Science: Science knowledge is based upon logical and conceptual connections between evidence and explanations.
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,"8. A simple wave model has a repeating pattern with specific wavelength, frequency, and amplitude and mechanical waves need a medium through which they are transmitted. This model can explain many phenomena which include light and sound.",SC.MS.1.8,Elaboration on the GLE:,Students can answer the question: What are the characteristic properties and behaviors of waves?
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,"8. A simple wave model has a repeating pattern with specific wavelength, frequency, and amplitude and mechanical waves need a medium through which they are transmitted. This model can explain many phenomena which include light and sound.",SC.MS.1.8,Elaboration on the GLE:,"PS4:A Wave Properties: A simple wave has a repeating pattern with a specific wavelength, frequency, and amplitude. A sound wave needs a medium through which it is transmitted. Geologists use seismic waves and their reflection at interfaces between layers to probe structures deep in the planet."
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,"8. A simple wave model has a repeating pattern with specific wavelength, frequency, and amplitude and mechanical waves need a medium through which they are transmitted. This model can explain many phenomena which include light and sound.",SC.MS.1.8,Cross Cutting Concepts:,Patterns: Graphs and charts can be used to identify patterns in data.
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,9. A wave model of light is useful to explain how light interacts with objects through a variety of properties.,SC.MS.1.9,Students Can:,"Develop and use a model to describe that waves are reflected, absorbed or transmitted through various materials. (MS-PS4-2) <i>(Clarification Statement: Emphasis is on both light and mechanical waves. Examples of models could include drawings, simulations, and written descriptions.) (Boundary Statement: Limited to qualitative applications pertaining to light and mechanical waves.)</i>"
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,9. A wave model of light is useful to explain how light interacts with objects through a variety of properties.,SC.MS.1.9,Colorado Essential Skills and Science and Engineering Practices:,Develop and use a model to describe phenomena (Developing and Using Models) (Personal: Personal responsibility)
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,9. A wave model of light is useful to explain how light interacts with objects through a variety of properties.,SC.MS.1.9,Elaboration on the GLE:,Students can answer the question: How can one explain the varied effects that involve light?
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,9. A wave model of light is useful to explain how light interacts with objects through a variety of properties.,SC.MS.1.9,Elaboration on the GLE:,"PS4:B Electromagnetic Radiation: When light shines on an object, it is reflected, absorbed, or transmitted through the object, depending on the object's material and the frequency (color) of the light. The path that light travels can be traced as straight lines, except at surfaces between different transparent materials (e.g., air and water, air and glass) where the light path bends. Lenses and prisms are applications of this effect. A wave model of light is useful for explaining brightness, color and the frequency dependent bending of light at a surface between media (prisms). However, because light can travel through space, it cannot be a matter wave, like sound or water waves."
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,9. A wave model of light is useful to explain how light interacts with objects through a variety of properties.,SC.MS.1.9,Cross Cutting Concepts:,Structure and Function: Structures can be designed to serve particular functions by taking into account properties of different materials and how materials can be shaped and used.
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,10. Designed technologies can transmit digital information as wave pulses.,SC.MS.1.10,Students Can:,"Integrate qualitative scientific and technical information to support the claim that digitized signals are a more reliable way to encode and transmit information than analog signals. (MS-PS4-3) <i>(Clarification Statement: Emphasis is on a basic understanding that waves can be used for communication purposes. Examples could include using fiber optic cable to transmit light pulses, radio wave pulses in Wi-Fi devices, and conversion of stored binary patterns to make sound or text on a computer screen.) (Boundary Statement: Does not include binary counting or the specific mechanism of any given device.)</i>"
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,10. Designed technologies can transmit digital information as wave pulses.,SC.MS.1.10,Colorado Essential Skills and Science and Engineering Practices:,"Integrate qualitative scientific and technical information in written text with that contained in media and visual displays to clarify claims and findings. (Obtaining, Evaluating, and Communicating Information) (Professional: Use information and communications technologies)"
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,10. Designed technologies can transmit digital information as wave pulses.,SC.MS.1.10,Elaboration on the GLE:,Students can answer the question: How are instruments that transmit and detect waves used to extend human senses?
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,10. Designed technologies can transmit digital information as wave pulses.,SC.MS.1.10,Elaboration on the GLE:,"PS4:C Information Technologies and Instrumentation: Appropriately designed technologies (e.g., radio, television, cell-phones, wired and wireless computer networks) make it possible to detect and interpret many types of signals that cannot be sensed directly. Designers of such devices must understand both the signal and its interactions with matter. Many modern communication devices use digitized signals (sent as wave pulses) as a more reliable way to encode and transmit information."
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,10. Designed technologies can transmit digital information as wave pulses.,SC.MS.1.10,Cross Cutting Concepts:,Structure and Function: Structures can be designed to serve particular functions.
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,10. Designed technologies can transmit digital information as wave pulses.,SC.MS.1.10,Cross Cutting Concepts:,"Connections to Engineering, Technology, and Applications of Science: Technologies extend the measurement, exploration, modeling and computational capacity of scientific investigations."
Science,Middle School,1. Physical Science,4. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how waves are used to transfer energy and information.,,,,,10. Designed technologies can transmit digital information as wave pulses.,SC.MS.1.10,Cross Cutting Concepts:,Connections to Nature of Science: Advances in technology influence the progress of science and science has influenced advances in technology.
Science,Middle School,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,"1. All living things are made up of cells, which is the smallest unit that can be said to be alive.",SC.MS.2.1,Students Can:,"Conduct an investigation to provide evidence that living things are made of cells; either one cell or many different numbers and types of cells. (MS-LS1-1) <i>(Clarification Statement: Emphasis is on developing evidence that living things are made of cells, distinguishing between living and nonliving things, and understanding that living things may be made of one cell or many and varied cells.)</i>"
Science,Middle School,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,"1. All living things are made up of cells, which is the smallest unit that can be said to be alive.",SC.MS.2.1,Students Can:,"Develop and use a model to describe the function of a cell as a whole and ways the parts of cells contribute to the function. (MS LS1-2) <i>(Clarification Statement: Emphasis is on the cell functioning as a whole system and the primary role of identified parts of the cell, specifically the nucleus, chloroplasts, mitochondria, cell membrane, and cell wall.) (Boundary Statement: Organelle structure/function relationships is limited to the cell wall and cell membrane. Function of the other organelles is limited to their relationship to the whole cell. Does not include the biochemical function of cells or cell parts.)</i>"
Science,Middle School,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,"1. All living things are made up of cells, which is the smallest unit that can be said to be alive.",SC.MS.2.1,Students Can:,"Use argument supported by evidence for how the body is a system of interacting subsystems composed of groups of cells. (MS-LS1-3) <i>(Clarification Statement: Emphasis is on the conceptual understanding that cells form tissues and tissues form organs specialized for particular body functions. Examples could include the interaction of subsystems within a system and the normal functioning of those systems.) (Boundary Statement: Does not include the mechanism of one body system independent of others. Limited to the circulatory, excretory, digestive, respiratory, muscular, and nervous systems.)</i>"
Science,Middle School,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,"1. All living things are made up of cells, which is the smallest unit that can be said to be alive.",SC.MS.2.1,Colorado Essential Skills and Science and Engineering Practices:,Conduct an investigation to produce data to serve as the basis for evidence that meet the goals of an investigation. (Planning and Carrying Out Investigations) (Entrepreneurial: Inquiry/Analysis)
Science,Middle School,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,"1. All living things are made up of cells, which is the smallest unit that can be said to be alive.",SC.MS.2.1,Colorado Essential Skills and Science and Engineering Practices:,Develop and use a model to describe phenomena. (Developing and Using Models) (Civic/Interpersonal: Collaboration/Teamwork)
Science,Middle School,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,"1. All living things are made up of cells, which is the smallest unit that can be said to be alive.",SC.MS.2.1,Colorado Essential Skills and Science and Engineering Practices:,Use an oral and written argument supported by evidence to support or refute an explanation or a model for a phenomenon. (Engaging in Argument from Evidence) (Entrepreneurial: Critical thinking/Problem solving)
Science,Middle School,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,"1. All living things are made up of cells, which is the smallest unit that can be said to be alive.",SC.MS.2.1,Colorado Essential Skills and Science and Engineering Practices:,Use an oral and written argument supported by empirical evidence and scientific reasoning to support or refute an explanation or a model for a phenomenon or a solution to a problem. (Engaging in Argument from Evidence) (Entrepreneurial: Critical thinking/Problem solving)
